Fund_ID,Fund_Name,Ticker,Asset_Manager,Fund_Type,Inception_Date,Category_Group,Primary_Sector,Geographic_Focus,Fund_Net_Assets_USD_M,Tariff_Risk_Level,Tariff_Risk_Score,Import_Exposure_Pct,Export_Exposure_Pct,China_Exposure_Pct,EU_Exposure_Pct,Supply_Chain_Vulnerability_Score,Retaliatory_Tariff_Risk,Trade_War_Resilience_Score,Return_1M_Pct,Return_3M_Pct,Return_6M_Pct,Return_1Y_Pct,Return_3Y_Annualized_Pct,Return_5Y_Annualized_Pct,Return_YTD_Pct,Return_Since_Inception_Annualized_Pct,Volatility_1Y_Pct,Max_Drawdown_Pct,Sharpe_Ratio,Beta_vs_Market,Portfolio_Concentration_Index,Expense_Ratio_Pct,Portfolio_Turnover_Pct,Number_of_Holdings,Average_Market_Cap_USD_B,Percent_Holdings_Rated,Return_During_Tariff_Episodes_Pct,Drawdown_During_Tariff_Episodes_Pct,Holdings_with_Tariff_Hedges_Pct,Holdings_in_Near_Shoring_Beneficiaries_Pct,Holdings_with_Diversified_Supply_Chain_Pct,Data_As_Of_Date,Tariff_Risk_Category,Resilience_Quartile,AUM_Bucket,Return_1Y_Z,Volatility_1Y_Z,Risk_Return_Score,Tariff_Resilience_Interaction
FND_0051,Fidelity Emerging Markets Agriculture,FA51,Fidelity,Mutual Fund,2009-03-15,Growth,Agriculture,US,34900.59,Medium,61.46,60.77,68.29,55.54,53.2,69.18,Medium,33.13,-1.29,13.82,5.6,-7.63,-8.24,-8.01,12.01,-7.47,3.47,29.33,-2.2,1.18,0.65,0.29,15.15,524,154.27,96.76,-1.19,-23.4,30.83,0.0,28.16,2024-12-13,Medium,Q2_Mid,Small,-1.3828924237177154,-2.1670918413325158,0.7841994176148004,2036.1698000000001
FND_0052,Vanguard AQR Index Fund,AU52,AQR,ETF,1988-09-08,Income,Utilities,Japan,267488.96,Low,18.46,20.41,16.84,17.5,15.11,18.86,Low,81.26,3.62,5.56,11.05,26.12,28.21,27.43,16.35,25.6,17.82,29.54,1.47,0.98,0.36,0.6,70.34,353,137.86,93.01,3.09,-6.56,65.23,39.32,69.07,2024-12-13,Low,Q4_High,Mid,1.132500859986388,0.24770610268997187,0.8847947572964161,1500.0596000000003
FND_0053,AQR Global Industrials ETF,AI53,AQR,ETF,2007-10-05,Balanced,Industrials,Emerging Markets,50850.1,Medium,62.29,70.32,47.91,65.96,29.77,61.78,Medium,38.07,1.15,-2.21,-4.73,-13.63,-14.72,-14.31,24.45,-13.36,25.32,37.53,-0.54,0.89,0.12,0.51,12.5,32,168.83,96.94,-8.63,-21.68,30.17,2.61,32.36,2024-12-13,Medium,Q2_Mid,Small,-1.8300734519317783,1.5097956204717597,-3.339869072403538,2371.3803
FND_0054,Fidelity Real Estate Value Fund,FR54,Fidelity,Mutual Fund,1980-04-15,Equity,Real Estate,US,31299.58,Low,10.33,0.0,23.63,10.8,10.44,22.6,Low,81.08,-1.47,7.23,-0.88,11.17,12.07,11.73,7.75,10.95,14.87,16.47,0.75,0.99,0.59,0.11,54.27,320,38.13,91.62,-1.38,-6.62,71.74,39.17,68.92,2024-12-13,Low,Q4_High,Small,0.018274798019681408,-0.24871577430419822,0.2669905723238796,837.5563999999999
FND_0055,Morgan Stanley Active Manufacturing Fund,MSM55,Morgan Stanley,Mutual Fund,2013-04-25,Equity,Manufacturing,India,1747756.19,Medium,63.19,69.4,47.25,70.84,29.33,70.19,Medium,31.91,1.96,-1.77,9.34,6.15,6.64,6.46,17.4,6.03,18.64,22.2,0.33,1.19,0.73,0.49,19.26,170,340.16,97.68,-2.88,-23.83,29.45,0.0,27.12,2024-12-13,Medium,Q2_Mid,Large,-0.3558666622527511,0.38569455663411406,-0.7415612188868652,2016.3928999999998
FND_0056,Schwab Active Diversified Fund,SD56,Schwab,Mutual Fund,2009-03-07,Income,Diversified,Europe,19198.03,Medium,37.97,32.97,30.53,52.08,13.14,41.53,Low,59.54,-2.84,4.2,16.22,21.98,23.74,23.08,-6.85,21.54,22.17,16.3,0.99,0.8,0.59,0.36,42.57,461,51.9,86.25,1.07,-14.16,49.62,20.85,50.6,2024-12-13,Medium,Q3_Mid,Small,0.8239459505186846,0.9797180230034092,-0.15577207248472458,2260.7338
FND_0057,iShares Healthcare Value Fund,IH57,iShares,ETF,1993-10-30,Sector Equity,Healthcare,ASEAN,413499.84,Medium,32.0,32.52,24.98,38.32,13.82,38.52,Low,63.44,6.2,4.05,-4.89,-6.54,-7.06,-6.86,13.31,-6.41,22.62,18.97,-0.29,0.81,0.74,0.06,12.22,454,23.46,96.64,-6.51,-12.8,54.4,24.17,53.92,2024-12-13,Medium,Q3_Mid,Large,-1.301654536925494,1.0554433940703163,-2.35709793099581,2030.08
FND_0058,iShares UBS Diversified ETF,UD58,UBS,Mutual Fund,2008-03-08,Growth,Diversified,Europe,395597.03,Medium,33.18,41.67,12.05,42.99,29.82,40.32,Low,61.82,4.29,-2.47,2.26,33.64,36.33,35.32,-4.07,32.97,11.77,22.56,2.86,1.2,0.7,0.13,34.23,475,14.67,88.45,0.12,-13.36,53.46,22.8,52.55,2024-12-13,Medium,Q3_Mid,Large,1.6929677486813468,-0.7703794416540038,2.4633471903353508,2051.1876
FND_0059,Vanguard Bank of America Index Fund,BOF59,Bank of America,ETF,1988-12-11,Income,Financials,Emerging Markets,30237.79,Low,10.29,5.58,16.24,10.6,17.82,14.01,Low,87.11,-3.0,5.02,2.29,12.55,13.56,13.18,26.9,12.3,18.17,16.96,0.69,1.2,0.8,0.2,24.03,478,28.91,88.94,-1.62,-4.51,71.77,44.29,74.04,2024-12-13,Low,Q4_High,Small,0.12112643450891591,0.3066036135197889,-0.18547717901087296,896.3618999999999
FND_0060,iShares PIMCO Financials ETF,PF60,PIMCO,Mutual Fund,1991-08-30,Sector Equity,Financials,Japan,56112.97,Low,11.12,20.14,10.21,0.0,15.09,1.65,Low,95.51,-0.29,7.19,0.4,35.95,38.83,37.75,13.52,35.23,26.65,19.4,1.35,0.87,0.59,0.79,47.81,282,92.42,97.24,1.13,-1.57,71.1,51.43,81.18,2024-12-13,Low,Q4_High,Small,1.8651324445437611,1.7336061616250633,0.13152628291869783,1062.0712
FND_0061,Merrill Lynch Global Fund,MLA61,Merrill Lynch,ETF,1990-07-17,Equity,Automotive,North America,99025.22,High,68.15,82.61,42.89,74.14,54.45,81.7,Medium,22.36,4.73,-3.73,12.17,16.8,18.15,17.64,-2.31,16.47,16.85,25.74,1.0,1.22,0.7,0.01,0.0,546,61.92,81.16,-4.36,-27.17,25.48,0.0,19.01,2024-12-13,High,Q1_Low,Mid,0.4378796628272104,0.08447585839019416,0.35340380443701624,1523.834
FND_0062,Franklin Templeton US Energy Fund,FTE62,Franklin Templeton,Mutual Fund,2008-04-14,Sector Equity,Energy,India,349925.4,Low,7.47,7.92,13.84,0.52,17.5,37.17,Low,71.74,-0.02,-2.23,4.37,-0.29,-0.32,-0.31,-0.46,-0.29,11.6,29.02,-0.03,1.17,0.49,0.71,19.19,512,393.28,87.36,-1.84,-9.89,74.02,31.23,60.98,2024-12-13,Low,Q4_High,Large,-0.8358409658691784,-0.7989868040570577,-0.036854161812120756,535.8978
FND_0063,WisdomTree Communications Dividend Fund,WC63,WisdomTree,Mutual Fund,1993-04-01,Sector Equity,Communications,Europe,14241.33,Medium,30.44,31.1,32.94,27.05,22.64,32.74,Low,67.95,-1.21,7.55,8.25,26.19,28.29,27.5,14.95,25.67,22.46,23.22,1.17,0.85,0.75,0.01,29.88,539,47.0,94.75,3.55,-11.22,55.65,28.01,57.76,2024-12-13,Medium,Q4_High,Small,1.1377179719822188,1.0285188176909714,0.10919915429124738,2068.398
FND_0064,Vanguard Nuveen Index Fund,NA64,Nuveen,Mutual Fund,1997-01-21,Value,Automotive,Australia,290109.43,High,74.64,74.07,73.72,76.33,57.6,83.67,High,19.04,0.09,3.83,-3.43,15.92,17.19,16.71,0.28,15.6,15.89,8.88,1.0,0.67,0.64,0.36,55.27,445,68.4,99.77,-13.86,-28.34,20.29,0.0,16.18,2024-12-13,High,Q1_Low,Mid,0.3722931120224811,-0.07707159988587485,0.449364711908356,1421.1456
FND_0065,Nuveen Sector Chemicals Fund,NC65,Nuveen,Mutual Fund,2018-07-29,Income,Chemicals,Global,95500.92,Medium,54.75,64.6,42.74,53.62,42.29,79.49,Medium,27.93,2.44,9.55,18.59,23.73,25.62,24.91,17.46,23.25,11.46,36.22,2.07,1.53,0.74,0.91,43.91,198,77.43,97.92,-4.55,-25.22,36.2,0.0,23.74,2024-12-13,Medium,Q1_Low,Mid,0.9543737504144529,-0.8225458083889842,1.7769195588034372,1529.1675
FND_0066,SPDR US Healthcare Fund,SH66,SPDR,ETF,1980-02-08,Income,Healthcare,Europe,62788.71,Medium,30.71,34.75,18.17,37.87,24.45,48.32,Low,56.96,0.58,4.27,4.26,-2.27,-2.45,-2.38,26.07,-2.22,5.57,41.48,-0.41,1.2,0.78,0.33,35.26,151,65.66,96.32,0.41,-15.06,55.43,18.67,48.42,2024-12-13,Medium,Q3_Mid,Small,-0.9834107051798192,-1.813706776353615,0.8302960711737958,1749.2416
FND_0067,Vanguard SPDR Index Fund,SU67,SPDR,ETF,1986-09-26,Sector Equity,Utilities,ASEAN,155854.7,Low,14.53,15.93,13.88,13.3,19.39,29.45,Low,75.03,1.2,7.51,7.44,-1.56,-1.69,-1.64,-1.93,-1.53,12.09,27.29,-0.13,1.21,0.18,0.56,72.56,382,8.19,91.3,6.79,-8.74,68.38,34.02,63.77,2024-12-13,Low,Q4_High,Mid,-0.9304942835078219,-0.7165302888953142,-0.2139639946125077,1090.1859
FND_0068,PIMCO Emerging Markets Financials,PF68,PIMCO,Mutual Fund,2020-11-19,Growth,Financials,India,327095.53,Low,11.03,3.14,20.61,11.98,12.31,22.73,Low,80.78,1.78,4.44,11.42,-1.14,-1.23,-1.2,21.22,-1.12,18.03,13.83,-0.06,1.38,0.78,0.87,5.32,422,476.34,91.08,-1.08,-6.73,71.17,38.91,68.66,2024-12-13,Low,Q4_High,Large,-0.8991916115328374,0.28304460918786206,-1.1822362207206996,891.0033999999999
FND_0069,Fidelity Global Fund,FS69,Fidelity,Mutual Fund,1998-09-24,Balanced,Semiconductors,Australia,71475.03,High,68.23,65.07,58.8,81.85,8.19,75.7,Medium,26.54,1.2,12.28,14.46,4.82,5.2,5.06,20.24,4.72,19.71,26.58,0.24,0.87,0.55,0.01,0.0,545,687.19,82.08,-5.97,-25.71,25.42,0.0,22.56,2024-12-13,High,Q1_Low,Mid,-0.454991790173535,0.5657526611709826,-1.0207444513445176,1810.8242
FND_0070,Vanguard Industrials Index Fund,VI70,Vanguard,ETF,1983-02-10,Balanced,Industrials,Latin America,19213.15,Medium,60.94,64.74,56.23,60.59,31.45,71.97,Medium,31.34,1.47,5.6,19.03,5.95,6.42,6.24,-0.77,5.83,20.18,12.45,0.29,1.03,0.58,0.38,12.08,175,8.52,87.43,2.29,-24.03,31.25,0.0,26.64,2024-12-13,Medium,Q2_Mid,Small,-0.3707726965265532,0.6448436042853077,-1.0156163008118608,1909.8596
FND_0071,Janus Henderson US Chemicals Fund,JHC71,Janus Henderson,ETF,2001-11-25,Growth,Chemicals,Middle East,601379.08,Medium,57.26,52.2,50.09,71.18,35.57,79.59,Medium,27.11,2.32,2.14,15.73,-19.43,-20.99,-20.4,-1.11,-19.04,18.09,36.11,-1.07,0.59,0.25,0.01,34.26,455,48.83,87.54,-5.61,-25.51,34.19,0.0,23.04,2024-12-13,Medium,Q1_Low,Large,-2.2623484458720386,0.29314132533011616,-2.5554897712021547,1552.3185999999998
FND_0072,Vanguard US Energy Fund,VE72,Vanguard,Mutual Fund,2003-03-02,Sector Equity,Energy,Middle East,283412.81,Low,10.92,9.59,21.65,1.97,0.0,23.71,Low,80.13,3.28,-0.61,16.45,26.9,29.05,28.24,7.29,26.36,18.13,32.98,1.48,1.14,0.3,0.49,5.59,192,27.41,85.51,0.04,-6.96,71.26,38.36,68.11,2024-12-13,Low,Q4_High,Mid,1.1906343936542159,0.2998724694249522,0.8907619242292637,875.0196
FND_0073,Fidelity Metals & Mining Growth Fund,FM73,Fidelity,ETF,2003-08-04,Sector Equity,Metals & Mining,India,15688.29,Medium,60.62,67.83,59.02,52.61,55.07,81.89,Medium,24.49,1.87,0.27,17.41,6.94,7.49,7.29,12.64,6.8,19.1,37.63,0.36,0.81,0.12,0.55,0.0,400,88.06,86.99,-0.69,-26.43,31.5,0.0,20.81,2024-12-13,Medium,Q1_Low,Small,-0.2969878268712328,0.46310271372473055,-0.7600905405959634,1484.5837999999999
FND_0074,SPDR Strategic Utilities Fund,SU74,SPDR,Mutual Fund,2014-10-31,Equity,Utilities,North America,20884.63,Low,8.69,7.28,11.0,8.28,6.06,16.83,Low,85.61,-0.78,3.33,15.78,30.74,33.2,32.27,10.57,30.12,29.04,12.6,1.06,1.19,0.62,0.37,1.89,127,174.56,97.24,0.99,-5.04,73.05,43.02,72.77,2024-12-13,Low,Q4_High,Small,1.476830251711216,2.1357920212915262,-0.6589617695803103,743.9508999999999
FND_0075,Guggenheim Consumer Discretionary Dividend Fund,GC75,Guggenheim,Mutual Fund,1990-11-14,Equity,Consumer Discretionary,Latin America,376599.84,Medium,34.78,34.82,29.53,39.97,29.82,54.33,Low,51.54,6.05,2.19,28.35,10.75,11.61,11.28,12.99,10.53,11.39,36.46,0.94,1.03,0.83,0.56,29.2,55,717.91,81.88,-2.16,-16.96,52.18,14.06,43.81,2024-12-13,Medium,Q3_Mid,Large,-0.013027873955302985,-0.8343253105549476,0.8212974365996446,1792.5612
FND_0076,T. Rowe Price Strategic Diversified Fund,TRD76,T. Rowe Price,ETF,1993-07-14,Sector Equity,Diversified,Middle East,169486.83,Medium,33.73,28.99,24.59,49.19,20.91,38.49,Low,62.94,0.34,5.18,2.17,19.21,20.74,20.17,4.84,18.82,27.24,11.2,0.71,0.84,0.79,0.75,42.12,297,28.97,83.32,4.94,-12.97,53.02,23.75,53.5,2024-12-13,Medium,Q3_Mid,Mid,0.6174973758265256,1.8328905370238973,-1.2153931611973716,2122.9662
FND_0077,iShares Materials Index Fund,IM77,iShares,Mutual Fund,1997-03-06,Equity,Materials,Japan,138322.38,High,70.8,72.38,66.09,73.4,35.69,74.11,High,26.88,1.91,5.61,8.28,13.48,14.56,14.15,11.94,13.21,17.45,16.79,0.77,1.0,0.52,0.85,65.81,289,28.44,93.74,-3.53,-25.59,23.36,0.0,22.85,2024-12-13,High,Q1_Low,Mid,0.19043949388209563,0.18544301981273684,0.004996474069358797,1903.1039999999998
FND_0078,Janus Henderson Active Semiconductors Fund,JHS78,Janus Henderson,ETF,2005-10-29,Income,Semiconductors,Africa,1548784.14,Medium,63.47,57.17,57.71,77.64,36.35,88.54,Medium,18.98,-0.41,1.15,1.36,3.38,3.65,3.55,-10.3,3.31,23.9,23.18,0.14,0.26,0.18,0.44,5.02,306,43.65,82.26,-6.75,-28.36,29.22,0.0,16.13,2024-12-13,Medium,Q1_Low,Large,-0.5623152369449101,1.2708400051050743,-1.8331552420499846,1204.6606
FND_0079,Janus Henderson Sector Financials Fund,JHF79,Janus Henderson,Mutual Fund,2019-08-22,Income,Financials,Asia-Pacific,19928.49,Low,10.46,11.11,20.06,0.0,17.95,19.18,Low,83.44,0.05,5.31,7.26,27.23,29.41,28.59,13.51,26.68,16.81,18.28,1.62,0.72,0.27,0.31,43.11,220,226.66,84.31,7.28,-5.8,71.63,41.17,70.92,2024-12-13,Low,Q4_High,Small,1.2152293502059894,0.0777447142953575,1.1374846359106319,872.7824
FND_0080,Principal Active Electronics Fund,PE80,Principal,Mutual Fund,1984-10-16,Sector Equity,Electronics,Emerging Markets,3003.66,High,75.15,73.91,65.08,86.88,43.28,78.07,High,22.81,2.35,6.98,13.02,27.48,29.68,28.86,30.57,26.93,15.2,31.75,1.81,1.39,0.2,0.75,16.62,299,71.76,98.36,-5.58,-27.02,19.88,0.0,19.38,2024-12-13,High,Q1_Low,Small,1.2338618930482421,-0.19318383552179955,1.4270457285700417,1714.1715
FND_0081,Franklin Templeton Global Utilities ETF,FTU81,Franklin Templeton,ETF,1994-09-18,Sector Equity,Utilities,Australia,55452.8,Low,14.92,16.55,25.88,1.79,26.73,24.96,Low,78.05,-2.18,6.3,1.45,8.14,8.79,8.55,10.83,7.98,14.69,21.14,0.55,0.8,0.16,0.68,68.19,97,19.0,99.78,5.25,-7.68,68.06,36.6,66.35,2024-12-13,Low,Q4_High,Small,-0.20755162122842027,-0.2790059227309611,0.07145430150254081,1164.5059999999999
FND_0082,Vanguard Active Agriculture Fund,VA82,Vanguard,Mutual Fund,2001-11-12,Balanced,Agriculture,North America,2130125.52,Medium,52.33,41.26,64.13,55.29,52.78,77.31,Medium,30.19,2.45,8.4,0.32,16.6,17.93,17.43,13.89,16.27,19.92,4.88,0.83,0.37,0.46,0.33,52.15,435,105.43,92.14,-5.73,-24.44,38.14,0.0,25.66,2024-12-13,Medium,Q2_Mid,Large,0.42297362855340837,0.6010911676688727,-0.17811753911546435,1579.8427
FND_0083,BlackRock Communications Growth Fund,BC83,BlackRock,ETF,1993-12-11,Value,Communications,Latin America,1409.13,Low,28.51,33.82,16.61,33.34,4.0,52.25,Low,54.87,-0.67,0.82,11.43,12.64,13.65,13.27,-13.84,12.39,17.24,23.85,0.73,0.44,0.78,0.25,86.96,461,27.35,90.33,-5.75,-15.8,57.19,16.89,46.64,2024-12-13,Medium,Q3_Mid,Small,0.12783414993212683,0.15010451331484662,-0.022270363382719788,1564.3437000000001
FND_0084,TIAA Technology Index Fund,TT84,TIAA,ETF,1989-01-24,Balanced,Technology,Europe,2155240.92,Medium,40.98,38.47,36.06,49.26,25.35,76.83,Medium,33.92,2.72,4.89,3.36,18.6,20.08,19.53,15.76,18.22,17.17,12.08,1.08,0.98,0.34,0.2,38.6,138,201.28,92.16,-4.28,-23.13,47.21,0.0,28.84,2024-12-13,Medium,Q2_Mid,Large,0.5720339712914293,0.13832501114888382,0.43370896014254545,1390.0416
FND_0085,Bank of America Manufacturing Growth Fund,BOM85,Bank of America,ETF,2001-02-17,Value,Manufacturing,Europe,22049.79,High,66.76,73.61,59.74,64.64,42.14,84.06,Medium,21.13,1.02,0.24,8.53,35.21,38.03,36.97,-1.44,34.5,21.15,10.66,1.66,0.72,0.8,0.73,37.63,295,20.35,82.31,2.63,-27.6,26.59,0.0,17.96,2024-12-13,High,Q1_Low,Small,1.8099801177306933,0.8080738485850855,1.001906269145608,1410.6388
FND_0086,Guggenheim Sector Semiconductors Fund,GS86,Guggenheim,ETF,1991-01-03,Value,Semiconductors,ASEAN,858904.94,Medium,64.27,60.87,54.73,78.34,33.97,62.95,Medium,36.66,-2.52,5.09,-0.5,4.35,4.69,4.56,-11.56,4.26,16.96,32.28,0.26,1.44,0.79,0.6,13.84,458,673.44,85.51,-7.14,-22.17,28.59,1.41,31.16,2024-12-13,High,Q2_Mid,Large,-0.49002097071697,0.10298650465099361,-0.5930074753679636,2356.1381999999994
FND_0087,Principal Financials Growth Fund,PF87,Principal,Mutual Fund,2015-12-03,Income,Financials,US,273892.0,Low,13.7,16.97,13.66,9.37,5.24,31.18,Low,74.07,1.28,-2.02,6.68,51.25,55.35,53.82,8.86,50.23,9.82,23.54,5.22,1.15,0.18,0.6,63.16,354,346.74,91.6,-7.53,-9.08,69.04,33.21,62.96,2024-12-13,Low,Q4_High,Mid,3.005444066489621,-1.0985227162772686,4.103966782766889,1014.7589999999999
FND_0088,iShares Vanguard Communications ETF,VC88,Vanguard,Mutual Fund,2020-12-29,Equity,Communications,Japan,1333.51,Low,29.21,26.74,20.81,40.89,5.14,37.8,Low,64.78,-2.93,-2.07,-2.36,5.21,5.63,5.47,11.43,5.11,16.28,22.51,0.32,0.51,0.41,0.02,30.36,106,96.49,92.14,-5.56,-12.33,56.63,25.31,55.06,2024-12-13,Medium,Q3_Mid,Small,-0.42592502333962096,-0.011442944961221778,-0.4144820783783992,1892.2238
FND_0089,PIMCO US Healthcare Fund,PH89,PIMCO,ETF,1998-03-19,Balanced,Healthcare,Middle East,576441.44,Medium,42.43,43.86,42.85,40.1,24.01,35.59,Medium,62.36,0.11,4.31,12.3,1.04,1.13,1.1,29.61,1.02,12.27,23.68,0.08,0.83,0.9,0.07,35.98,512,118.07,84.15,-8.82,-13.18,46.06,23.25,53.0,2024-12-13,Medium,Q3_Mid,Large,-0.7367158379483946,-0.6862401404685513,-0.05047569747984326,2645.9348
FND_0090,Nuveen Emerging Markets Real Estate,NR90,Nuveen,ETF,1999-01-24,Income,Real Estate,Japan,45275.3,Low,7.23,17.02,1.42,0.0,4.76,13.46,Low,88.41,-3.43,8.68,-0.34,-4.55,-4.92,-4.78,3.46,-4.46,17.6,4.31,-0.26,0.87,0.79,0.76,26.88,333,19.59,81.87,4.08,-4.06,74.21,45.4,75.15,2024-12-13,Low,Q4_High,Small,-1.1533394959011631,0.21068481016837295,-1.364024306069536,639.2043
FND_0091,Goldman Sachs Consumer Staples Growth Fund,GSC91,Goldman Sachs,Mutual Fund,1994-11-25,Income,Consumer Staples,Japan,176245.96,Low,21.27,20.23,31.0,12.91,40.1,48.45,Low,59.71,-0.99,13.5,7.35,13.79,14.9,14.48,29.57,13.52,17.71,16.79,0.78,1.23,0.46,0.38,26.22,145,23.43,86.24,2.91,-14.1,62.99,21.0,50.75,2024-12-13,Low,Q3_Mid,Mid,0.21354384700648876,0.2291954564291724,-0.01565160942268365,1270.0317
FND_0092,TIAA Diversified Growth Fund,TD92,TIAA,Mutual Fund,2011-03-09,Balanced,Diversified,ASEAN,379066.67,Medium,38.55,33.07,35.62,48.81,16.72,44.02,Low,57.62,-0.55,4.41,16.78,22.39,24.18,23.51,3.04,21.94,10.63,28.84,2.11,0.81,0.81,0.7,40.53,217,39.23,93.17,2.65,-14.83,49.16,19.22,48.97,2024-12-13,Medium,Q3_Mid,Large,0.8545033207799789,-0.9622170483568354,1.8167203691368143,2221.2509999999997
FND_0093,Goldman Sachs Utilities Growth Fund,GSU93,Goldman Sachs,Mutual Fund,1990-11-09,Sector Equity,Utilities,Global,38502.74,Low,15.34,19.69,0.0,24.88,16.28,41.8,Low,66.14,-0.57,3.27,3.61,21.66,23.4,22.75,11.72,21.23,20.76,23.36,1.04,0.43,0.31,0.06,45.91,319,228.04,98.58,3.21,-11.85,67.73,26.47,56.22,2024-12-13,Low,Q4_High,Small,0.8000962956806013,0.7424451936604329,0.05765110202016832,1014.5876
FND_0094,iShares AQR Automotive ETF,AA94,AQR,ETF,1986-04-26,Growth,Automotive,China,1597.37,High,73.05,84.62,66.75,63.94,49.39,89.67,High,15.32,-0.85,7.0,-6.83,19.78,21.36,20.77,9.72,19.38,23.8,23.86,0.83,1.72,0.21,1.08,10.83,51,23.13,91.27,-1.96,-29.64,21.56,0.0,13.02,2024-12-13,High,Q1_Low,Small,0.6599795735068616,1.2540121448679842,-0.5940325713611225,1119.126
FND_0095,Dimensional Emerging Markets Materials,DM95,Dimensional,ETF,2011-12-28,Equity,Materials,Latin America,62294.97,High,65.8,72.68,52.42,69.99,45.12,87.64,Medium,18.91,-1.97,3.35,2.12,-6.93,-7.48,-7.28,1.58,-6.79,22.75,24.73,-0.3,0.73,0.19,0.81,13.41,170,8.39,98.73,-1.59,-28.38,27.36,0.0,16.08,2024-12-13,High,Q1_Low,Small,-1.330721303759408,1.0773196123785338,-2.4080409161379417,1244.278
FND_0096,iShares JPMorgan Energy ETF,JE96,JPMorgan,ETF,2004-11-13,Sector Equity,Energy,Australia,131522.12,Low,13.27,13.28,24.4,2.12,5.36,18.36,Low,83.17,1.55,-2.97,17.35,12.89,13.93,13.54,3.78,12.64,29.45,26.1,0.44,0.15,0.79,0.84,37.2,256,29.41,87.4,2.14,-5.89,69.38,40.94,70.69,2024-12-13,Low,Q4_High,Mid,0.14646669277437946,2.2047862482635976,-2.058319555489218,1103.6659
FND_0097,Nuveen Global Fund,NC97,Nuveen,Mutual Fund,2015-03-03,Equity,Consumer Staples,Asia-Pacific,25138.24,Low,29.22,32.47,17.4,36.7,25.45,45.19,Low,59.61,1.3,3.79,6.58,19.96,21.56,20.96,16.59,19.56,13.4,20.62,1.49,0.88,0.29,0.8,42.93,83,9.87,96.71,9.92,-14.14,56.63,20.91,50.66,2024-12-13,Medium,Q3_Mid,Small,0.6733950043532835,-0.4960853197894285,1.1694803241427119,1741.8041999999998
FND_0098,iShares International Diversified,ID98,iShares,ETF,1984-03-04,Equity,Diversified,Australia,106225.55,Medium,33.44,32.8,35.31,32.41,31.3,45.59,Low,58.05,-1.12,6.29,12.69,-10.67,-11.53,-11.21,29.19,-10.46,13.35,25.36,-0.8,1.08,0.37,0.21,1.84,420,45.61,80.35,4.04,-14.68,53.25,19.6,49.35,2024-12-13,Medium,Q3_Mid,Mid,-1.6094641446795073,-0.5044992499079739,-1.1049648947715334,1941.1919999999998
FND_0099,American Century Global Agriculture ETF,ACA99,American Century,Mutual Fund,2003-07-03,Growth,Agriculture,China,196470.5,High,65.88,60.06,76.29,63.22,51.05,72.16,Medium,29.73,0.9,12.57,9.03,35.37,38.2,37.14,18.4,34.66,22.92,31.34,1.54,0.77,0.29,0.23,90.18,153,34.74,99.16,-2.83,-24.6,27.3,0.0,25.27,2024-12-13,High,Q2_Mid,Mid,1.8219049451497347,1.1059269747815879,0.7159779703681468,1958.6124
FND_0100,SPDR Global Healthcare ETF,SH0,SPDR,Mutual Fund,1989-01-26,Growth,Healthcare,Africa,114216.01,Medium,36.24,45.85,19.63,40.04,26.15,61.58,Low,46.02,0.99,6.48,-5.82,-7.5,-8.1,-7.88,2.81,-7.35,16.13,18.22,-0.47,1.39,0.65,0.6,37.53,188,649.4,94.15,1.01,-18.89,51.01,9.37,39.12,2024-12-13,Medium,Q3_Mid,Mid,-1.373203501439744,-0.0366847353168579,-1.336518766122886,1667.7648000000002
FND_0101,Schwab Strategic Manufacturing Fund,SM1,Schwab,ETF,2006-10-28,Sector Equity,Manufacturing,India,138387.63,High,65.84,59.41,65.02,75.24,41.48,77.25,Medium,26.17,1.93,2.87,21.95,28.02,30.26,29.42,15.47,27.46,8.12,11.13,3.45,1.06,0.19,0.16,40.07,360,136.93,84.84,-0.41,-25.84,27.33,0.0,22.24,2024-12-13,High,Q1_Low,Mid,1.2741081855875076,-1.3845963403078074,2.658704525895315,1723.0328000000002
FND_0102,iShares Invesco Industrials ETF,II2,Invesco,ETF,1989-05-16,Growth,Industrials,Africa,386601.67,Medium,54.81,59.1,37.92,65.97,44.59,71.36,Medium,33.61,0.4,-3.96,9.94,1.41,1.53,1.48,14.17,1.39,19.21,14.41,0.07,1.48,0.35,0.41,27.69,391,129.57,89.54,-7.02,-23.24,36.15,0.0,28.57,2024-12-13,Medium,Q2_Mid,Large,-0.7091396745418608,0.48161335998553,-1.1907530345273907,1842.1641
FND_0103,JPMorgan Strategic Automotive Fund,JA3,JPMorgan,ETF,2001-04-18,Income,Automotive,ASEAN,10895.25,High,76.66,84.1,72.8,70.61,65.16,95.94,High,9.85,-3.01,-5.4,13.05,12.49,13.49,13.12,3.15,12.24,8.06,28.08,1.55,1.27,0.86,1.67,0.0,356,15.94,95.09,-7.97,-31.55,18.67,0.0,8.37,2024-12-13,High,Q1_Low,Small,0.11665462422677525,-1.3946930564500615,1.5113476806768367,755.1009999999999
